20130216031127,2013-03-01,725
20130216034501,2013-03-01,2
20130217031005,2013-03-01,888
20130217031005,2013-03-02,726
20130218031106,2013-03-01,970
20130218031106,2013-03-02,753
20130218031106,2013-03-03,712
20130218042018,2013-03-01,1
20130218042018,2013-03-02,1
20130218042018,2013-03-03,2
20130219031055,2013-03-01,1539
20130219031055,2013-03-02,1266
20130219031055,2013-03-03,1099
20130219031055,2013-03-04,1168
20130220031126,2013-03-01,1499
20130220031126,2013-03-02,1169
20130220031126,2013-03-03,1029
20130220031126,2013-03-04,1150
20130220031126,2013-03-05,952
20130220040207,2013-03-01,122
20130220040207,2013-03-02,83
20130220040207,2013-03-03,89
20130220040207,2013-03-04,85
20130220040207,2013-03-05,89
20130220104816,2013-03-01,3
20130220104816,2013-03-02,2
20130220104816,2013-03-03,2
20130220104816,2013-03-04,2
20130220104816,2013-03-05,2
20130221030952,2013-03-01,479
20130221030952,2013-03-02,377
20130221030952,2013-03-03,328
20130221030952,2013-03-04,322
20130221030952,2013-03-05,273
20130221030952,2013-03-06,237
20130221072044,2013-03-01,1483
20130221072044,2013-03-02,1074
20130221072044,2013-03-03,887
20130221072044,2013-03-04,990
20130221072044,2013-03-05,840
20130221072044,2013-03-06,713
20130222031133,2013-03-01,2131
20130222031133,2013-03-02,1692
20130222031133,2013-03-03,1395
20130222031133,2013-03-04,1230
20130222031133,2013-03-05,1047
20130222031133,2013-03-06,911
20130222031133,2013-03-07,839
20130223031157,2013-03-01,2808
20130223031157,2013-03-02,2356
20130223031157,2013-03-03,1924
20130223031157,2013-03-04,1421
20130223031157,2013-03-05,1194
20130223031157,2013-03-06,1021
20130223031157,2013-03-07,902
20130223031157,2013-03-08,849
20130223040203,2013-03-02,1
20130223040210,2013-03-01,105
20130223040210,2013-03-02,75
20130223040210,2013-03-03,62
20130223040210,2013-03-04,63
20130223040210,2013-03-05,61
20130223040210,2013-03-06,47
20130223040210,2013-03-07,39
20130223040210,2013-03-08,37
20130223042647,2013-03-01,1
20130223042647,2013-03-02,1
20130224031053,2013-03-01,3949
20130224031053,2013-03-02,2836
20130224031053,2013-03-03,2254
20130224031053,2013-03-04,1975
20130224031053,2013-03-05,1568
20130224031053,2013-03-06,1252
20130224031053,2013-03-07,1054
20130224031053,2013-03-08,971
20130224031053,2013-03-09,810
20130224034501,2013-03-01,1
20130224034501,2013-03-02,1
20130224034501,2013-03-03,1
20130224034501,2013-03-04,1
20130224034501,2013-03-05,2
20130224034501,2013-03-06,1
20130224034501,2013-03-07,1
20130224034501,2013-03-08,1
20130224040202,2013-03-01,1
20130224040202,2013-03-02,1
20130224040202,2013-03-03,2
20130224040202,2013-03-04,2
20130224040202,2013-03-05,2
20130224040202,2013-03-08,1
20130225031141,2013-03-01,4158
20130225031141,2013-03-02,2869
20130225031141,2013-03-03,2208
20130225031141,2013-03-04,2188
20130225031141,2013-03-05,1699
20130225031141,2013-03-06,1388
20130225031141,2013-03-07,1206
20130225031141,2013-03-08,999
20130225031141,2013-03-09,830
20130225031141,2013-03-10,748
20130225152609,2013-03-02,1
20130225152609,2013-03-04,1
20130225152609,2013-03-05,1
20130225152609,2013-03-06,1
20130225152609,2013-03-07,1
20130225152609,2013-03-08,1
20130225152609,2013-03-09,1
20130225152609,2013-03-10,2
20130226031002,2013-03-01,5595
20130226031002,2013-03-02,3529
20130226031002,2013-03-03,2687
20130226031002,2013-03-04,2618
20130226031002,2013-03-05,2087
20130226031002,2013-03-06,1627
20130226031002,2013-03-07,1358
20130226031002,2013-03-08,1037
20130226031002,2013-03-09,927
20130226031002,2013-03-10,787
20130226031002,2013-03-11,833
20130226034500,2013-03-01,1
20130226034500,2013-03-03,2
20130226034500,2013-03-04,1
20130226034500,2013-03-05,1
20130226040200,2013-03-01,196
20130226040200,2013-03-02,104
20130226040200,2013-03-03,72
20130226040200,2013-03-04,87
20130226040200,2013-03-05,59
20130226040200,2013-03-06,42
20130226040200,2013-03-07,40
20130226040200,2013-03-08,40
20130226040200,2013-03-09,27
20130226040200,2013-03-10,25
20130226040200,2013-03-11,21
20130226040207,2013-03-01,3
20130226040207,2013-03-02,2
20130226040207,2013-03-03,3
20130226040207,2013-03-04,3
20130226040207,2013-03-05,1
20130226040207,2013-03-06,1
20130226040207,2013-03-08,1
20130226040207,2013-03-11,1
20130226172142,2013-03-02,2
20130226172142,2013-03-03,2
20130226172142,2013-03-04,2
20130226172142,2013-03-07,1
20130226172142,2013-03-08,1
20130226172142,2013-03-09,1
20130226172142,2013-03-10,1
20130227030925,2013-03-01,17522
20130227030925,2013-03-02,8049
20130227030925,2013-03-03,5009
20130227030925,2013-03-04,4736
20130227030925,2013-03-05,3252
20130227030925,2013-03-06,2463
20130227030925,2013-03-07,1963
20130227030925,2013-03-08,1563
20130227030925,2013-03-09,1170
20130227030925,2013-03-10,1024
20130227030925,2013-03-11,1109
20130227030925,2013-03-12,893
20130227040208,2013-03-01,6
20130227040208,2013-03-02,1
20130227040208,2013-03-03,1
20130227040208,2013-03-06,2
20130227040208,2013-03-07,1
20130227040208,2013-03-08,1
20130227040208,2013-03-11,1
20130227040210,2013-03-01,44
20130227040210,2013-03-02,26
20130227040210,2013-03-03,10
20130227040210,2013-03-04,13
20130227040210,2013-03-05,6
20130227040210,2013-03-06,3
20130227040210,2013-03-07,4
20130227040210,2013-03-08,4
20130227040210,2013-03-09,3
20130227040210,2013-03-10,2
20130227040210,2013-03-12,1
20130227063501,2013-03-02,1
20130227063501,2013-03-04,1
20130227063501,2013-03-05,3
20130227063501,2013-03-06,3
20130227063501,2013-03-07,1
20130227063501,2013-03-08,3
20130227063501,2013-03-10,2
20130227063501,2013-03-11,1
20130227131444,2013-03-01,233
20130227131444,2013-03-02,68
20130227131444,2013-03-03,60
20130227131444,2013-03-04,84
20130227131444,2013-03-05,58
20130227131444,2013-03-06,43
20130227131444,2013-03-07,40
20130227131444,2013-03-08,29
20130227131444,2013-03-09,15
20130227131444,2013-03-10,18
20130227131444,2013-03-11,25
20130227131444,2013-03-12,21
20130228030852,2013-03-01,14840
20130228030852,2013-03-02,5818
20130228030852,2013-03-03,3639
20130228030852,2013-03-04,2791
20130228030852,2013-03-05,1807
20130228030852,2013-03-06,1370
20130228030852,2013-03-07,1042
20130228030852,2013-03-08,763
20130228030852,2013-03-09,614
20130228030852,2013-03-10,567
20130228030852,2013-03-11,564
20130228030852,2013-03-12,459
20130228030852,2013-03-13,417
20130228040201,2013-03-01,278
20130228040201,2013-03-02,238
20130228040201,2013-03-03,83
20130228040201,2013-03-04,115
20130228040201,2013-03-05,45
20130228040201,2013-03-06,33
20130228040201,2013-03-07,30
20130228040201,2013-03-08,21
20130228040201,2013-03-09,18
20130228040201,2013-03-10,14
20130228040201,2013-03-11,25
20130228040201,2013-03-12,13
20130228040201,2013-03-13,16
20130228040205,2013-03-01,5
20130228040205,2013-03-02,5
20130228040205,2013-03-03,4
20130228040205,2013-03-04,3
20130228040205,2013-03-05,1
20130228040205,2013-03-06,2
20130228040205,2013-03-07,2
20130228040205,2013-03-08,1
20130228040205,2013-03-09,1
20130228040205,2013-03-10,1
20130228040205,2013-03-11,1
20130228040205,2013-03-12,1
20130228040205,2013-03-13,1
20130228042405,2013-03-03,1
20130228042405,2013-03-04,1
20130228042405,2013-03-05,1
20130228042405,2013-03-06,1
20130228042405,2013-03-07,1
20130228042405,2013-03-08,1
20130228042405,2013-03-09,1
20130228042405,2013-03-10,1
20130228042405,2013-03-11,1
20130228042405,2013-03-12,1
20130228042405,2013-03-13,1
20130228100310,2013-03-01,6146
20130228100310,2013-03-02,4591
20130228100310,2013-03-03,2415
20130228100310,2013-03-04,1988
20130228100310,2013-03-05,1267
20130228100310,2013-03-06,888
20130228100310,2013-03-07,702
20130228100310,2013-03-08,503
20130228100310,2013-03-09,384
20130228100310,2013-03-10,361
20130228100310,2013-03-11,351
20130228100310,2013-03-12,306
20130228100310,2013-03-13,241
20130228165151,2013-03-01,6271
20130228165151,2013-03-02,7222
20130228165151,2013-03-03,3462
20130228165151,2013-03-04,4297
20130228165151,2013-03-05,2306
20130228165151,2013-03-06,1590
20130228165151,2013-03-07,1184
20130228165151,2013-03-08,868
20130228165151,2013-03-09,609
20130228165151,2013-03-10,519
20130228165151,2013-03-11,639
20130228165151,2013-03-12,510
20130228165151,2013-03-13,440
20130301030909,2013-03-01,3292
20130301030909,2013-03-02,20760
20130301030909,2013-03-03,13863
20130301030909,2013-03-04,8041
20130301030909,2013-03-05,4447
20130301030909,2013-03-06,3219
20130301030909,2013-03-07,2381
20130301030909,2013-03-08,2044
20130301030909,2013-03-09,1652
20130301030909,2013-03-10,1368
20130301030909,2013-03-11,1190
20130301030909,2013-03-12,1058
20130301030909,2013-03-13,902
