('Fennec', 'Android', 'CrashTime')	47255
('Fennec', 'Android', 'EMCheckCompatibility')	45249
('Fennec', 'Android', 'FlashVersion')	3021
('Fennec', 'Android', 'InstallTime')	47241
('Fennec', 'Android', 'Min_ARM_Version')	47257
('Fennec', 'Android', 'ReleaseChannel')	47257
('Fennec', 'Android', 'Vendor')	47257
('Fennec', 'Android', 'Version')	47257
('Fennec', 'Android', 'version')	47257
('Fennec', 'Linux', 'Android_CPU_ABI')	7002
('Fennec', 'Linux', 'Android_CPU_ABI2')	6998
('Fennec', 'Linux', 'Android_Manufacturer')	7002
('Fennec', 'Linux', 'Android_Model')	7002
('Fennec', 'Linux', 'BuildID')	8630
('Fennec', 'Linux', 'Notes')	7218
('Fennec', 'Linux', 'ProcessType')	1626
('Fennec', 'Linux', 'Theme')	8328
('Fennec', 'Linux', 'buildid')	6669
('Fennec', 'Linux', 'legacy_processing')	8630
('Firefox', 'Linux', 'BuildID')	2274
('Firefox', 'Linux', 'HangID')	113
('Firefox', 'Linux', 'Notes')	2069
('Firefox', 'Linux', 'PluginContentURL')	2
('Firefox', 'Linux', 'PluginHang')	113
('Firefox', 'Linux', 'ProcessType')	919
('Firefox', 'Linux', 'Theme')	2230
('Firefox', 'Linux', 'buildid')	2176
('Firefox', 'Linux', 'legacy_processing')	2274
('Firefox', 'Mac OS X', 'Accessibility')	3
('Firefox', 'Mac OS X', 'AdapterRendererIDs')	404
('Firefox', 'Mac OS X', 'AdapterVendorID')	4179
('Firefox', 'Mac OS X', 'FramePoisonBase')	4803
('Firefox', 'Mac OS X', 'FramePoisonSize')	4803
('Firefox', 'Mac OS X', 'OOMAllocationSize')	128
('Firefox', 'Mac OS X', 'PluginFilename')	1114
('Firefox', 'Mac OS X', 'PluginName')	207
('Firefox', 'Mac OS X', 'ProductID')	4222
('Firefox', 'Mac OS X', 'ProductName')	5700
('Firefox', 'Mac OS X', 'SecondsSinceLastCrash')	3997
('Firefox', 'Mac OS X', 'StartupTime')	5699
('Firefox', 'Mac OS X', 'UserID')	26
('Firefox', 'Mac OS X', 'submitted_timestamp')	5700
('Firefox', 'Mac OS X', 'timestamp')	5700
('Firefox', 'Windows NT', '$total')	318069
('Firefox', 'Windows NT', 'AdapterDeviceID')	276878
('Firefox', 'Windows NT', 'Add-ons')	301044
('Firefox', 'Windows NT', 'AvailablePageFile')	148836
('Firefox', 'Windows NT', 'Comments')	3336
('Firefox', 'Windows NT', 'CpuUsageFlashProcess4')	8
('Firefox', 'Windows NT', 'CrashTime')	318055
('Firefox', 'Windows NT', 'EMCheckCompatibility')	300840
('Firefox', 'Windows NT', 'Email')	36912
('Firefox', 'Windows NT', 'InstallTime')	316731
('Firefox', 'Windows NT', 'PluginCpuUsage')	60478
('Firefox', 'Windows NT', 'ReleaseChannel')	312549
('Firefox', 'Windows NT', 'Throttleable')	201285
('Firefox', 'Windows NT', 'TotalVirtualMemory')	172978
('Firefox', 'Windows NT', 'Vendor')	318069
('Firefox', 'Windows NT', 'Version')	318069
('Firefox', 'Windows NT', 'additional_minidumps')	59159
('Firefox', 'Windows NT', 'version')	292492
('MetroFirefox', 'Windows NT', 'AvailablePhysicalMemory')	21
('MetroFirefox', 'Windows NT', 'BuildID')	21
('MetroFirefox', 'Windows NT', 'Notes')	20
('MetroFirefox', 'Windows NT', 'SystemMemoryUsePercentage')	21
('MetroFirefox', 'Windows NT', 'Theme')	20
('MetroFirefox', 'Windows NT', 'buildid')	21
('MetroFirefox', 'Windows NT', 'legacy_processing')	21
('SeaMonkey', 'Linux', 'Accessibility')	4
('SeaMonkey', 'Linux', 'FramePoisonBase')	21
('SeaMonkey', 'Linux', 'FramePoisonSize')	21
('SeaMonkey', 'Linux', 'OOMAllocationSize')	2
('SeaMonkey', 'Linux', 'PluginFilename')	5
('SeaMonkey', 'Linux', 'ProductID')	20
('SeaMonkey', 'Linux', 'ProductName')	25
('SeaMonkey', 'Linux', 'SecondsSinceLastCrash')	19
('SeaMonkey', 'Linux', 'StartupTime')	25
('SeaMonkey', 'Linux', 'submitted_timestamp')	25
('SeaMonkey', 'Linux', 'timestamp')	25
('SeaMonkey', 'Mac OS X', 'BuildID')	31
('SeaMonkey', 'Mac OS X', 'Notes')	22
('SeaMonkey', 'Mac OS X', 'PluginHang')	4
('SeaMonkey', 'Mac OS X', 'ProcessType')	6
('SeaMonkey', 'Mac OS X', 'Theme')	29
('SeaMonkey', 'Mac OS X', 'buildid')	21
('SeaMonkey', 'Mac OS X', 'legacy_processing')	31
('SeaMonkey', 'Windows NT', 'AvailableVirtualMemory')	776
('SeaMonkey', 'Windows NT', 'FlashProcessDump')	40
('SeaMonkey', 'Windows NT', 'IsGarbageCollecting')	79
('SeaMonkey', 'Windows NT', 'URL')	862
('SeaMonkey', 'Windows NT', 'id')	1263
('Shibo_web', 'Windows NT', 'URL')	2
('Sunbird', 'Windows NT', '$total')	25
('Sunbird', 'Windows NT', 'Add-ons')	25
('Sunbird', 'Windows NT', 'CrashTime')	25
('Sunbird', 'Windows NT', 'Email')	1
('Sunbird', 'Windows NT', 'InstallTime')	25
('Sunbird', 'Windows NT', 'Throttleable')	25
('Sunbird', 'Windows NT', 'Vendor')	25
('Sunbird', 'Windows NT', 'Version')	25
('Thunderbird', 'Linux', 'BuildID')	796
('Thunderbird', 'Linux', 'HangID')	1
('Thunderbird', 'Linux', 'Notes')	641
('Thunderbird', 'Linux', 'ProcessType')	1
('Thunderbird', 'Linux', 'Theme')	733
('Thunderbird', 'Linux', 'legacy_processing')	796
('Thunderbird', 'Mac OS X', 'AdapterRendererIDs')	39
('Thunderbird', 'Mac OS X', 'AdapterVendorID')	882
('Thunderbird', 'Mac OS X', 'FramePoisonBase')	1001
('Thunderbird', 'Mac OS X', 'FramePoisonSize')	1001
('Thunderbird', 'Mac OS X', 'OOMAllocationSize')	9
('Thunderbird', 'Mac OS X', 'ProductID')	886
('Thunderbird', 'Mac OS X', 'ProductName')	1034
('Thunderbird', 'Mac OS X', 'SecondsSinceLastCrash')	816
('Thunderbird', 'Mac OS X', 'StartupTime')	1034
('Thunderbird', 'Mac OS X', 'submitted_timestamp')	1034
('Thunderbird', 'Mac OS X', 'timestamp')	1034
('Thunderbird', 'Windows NT', '$total')	19893
('Thunderbird', 'Windows NT', 'AdapterDeviceID')	18550
('Thunderbird', 'Windows NT', 'Add-ons')	19073
('Thunderbird', 'Windows NT', 'AvailablePageFile')	18156
('Thunderbird', 'Windows NT', 'Comments')	149
('Thunderbird', 'Windows NT', 'CrashTime')	19893
('Thunderbird', 'Windows NT', 'EMCheckCompatibility')	18940
('Thunderbird', 'Windows NT', 'Email')	2313
('Thunderbird', 'Windows NT', 'InstallTime')	19796
('Thunderbird', 'Windows NT', 'ReleaseChannel')	19687
('Thunderbird', 'Windows NT', 'Throttleable')	19883
('Thunderbird', 'Windows NT', 'TotalVirtualMemory')	19224
('Thunderbird', 'Windows NT', 'Vendor')	19892
('Thunderbird', 'Windows NT', 'Version')	19893
